Date_Time,Voltage(V),Charge_Capacity(Ah)
05-17-2018 12:49:44.303,4.341014385,0.836954772
05-17-2018 12:51:44.303,4.371765614,0.945632458
05-17-2018 12:53:44.301,4.400026798,1.054172516
05-17-2018 12:55:44.304,4.400002003,1.156280994
05-17-2018 12:57:44.301,4.399963856,1.249562263
05-17-2018 12:59:44.300,4.400017262,1.335368872
05-17-2018 13:01:44.300,4.400061131,1.414520621
05-17-2018 13:03:44.301,4.399996281,1.488028049
05-17-2018 13:05:44.302,4.400008678,1.55659008
05-17-2018 13:07:44.304,4.400011539,1.620828629
05-17-2018 13:09:44.300,4.400051594,1.681207418
05-17-2018 13:11:44.299,4.399950504,1.738078117
05-17-2018 13:13:44.304,4.400023937,1.79176414
05-17-2018 13:15:44.303,4.4000144,1.842407346
05-17-2018 13:17:44.304,4.400024891,1.890261889
05-17-2018 13:19:44.298,4.399938107,1.93547368
05-17-2018 13:21:44.302,4.400047779,1.978248954
05-17-2018 13:23:44.300,4.400024891,2.018667459
05-17-2018 13:25:44.303,4.399991512,2.056879282
05-17-2018 13:27:44.300,4.399960041,2.093037367
05-17-2018 13:29:44.302,4.399989605,2.127191305
05-17-2018 13:31:44.301,4.399972439,2.159466743
05-17-2018 13:33:44.301,4.399989605,2.189980268
05-17-2018 13:35:44.302,4.399978161,2.21880722
05-17-2018 13:37:44.304,4.400000095,2.246060371
05-17-2018 13:39:44.304,4.40002203,2.271845579
05-17-2018 13:41:44.301,4.400049686,2.296226025
05-17-2018 13:43:44.300,4.400000095,2.319270611
05-17-2018 13:44:39.280,4.40004015,2.329405546
05-17-2018 13:46:39.332,4.276790142,2.329405785
05-17-2018 13:48:39.329,4.264278889,2.329405785
05-17-2018 13:49:39.332,4.261101246,2.329405785
05-17-2018 13:51:39.425,3.771563053,2.329405785
05-17-2018 13:53:39.424,3.722149372,2.329405785
05-17-2018 13:55:39.422,3.677924633,2.329405785
05-17-2018 13:57:39.421,3.633603573,2.329405785
05-17-2018 13:59:39.422,3.590890408,2.329405785
05-17-2018 14:01:39.421,3.550823689,2.329405785
05-17-2018 14:03:39.423,3.514195919,2.329405785
05-17-2018 14:05:39.424,3.480318546,2.329405785
05-17-2018 14:07:39.421,3.448363781,2.329405785
05-17-2018 14:09:39.424,3.418510914,2.329405785
05-17-2018 14:11:39.422,3.390222073,2.329405785
05-17-2018 14:13:39.425,3.363607883,2.329405785
05-17-2018 14:15:39.423,3.338235378,2.329405785
05-17-2018 14:17:39.422,3.312916279,2.329405785
05-17-2018 14:19:39.423,3.286729336,2.329405785
05-17-2018 14:21:39.422,3.25948,2.329405785
05-17-2018 14:23:39.422,3.228306293,2.329405785
05-17-2018 14:25:39.424,3.19281435,2.329405785
05-17-2018 14:27:39.425,3.151330471,2.329405785
05-17-2018 14:29:39.423,3.101443768,2.329405785
05-17-2018 14:31:39.424,3.038897991,2.329405785
05-17-2018 14:32:39.192,2.999998569,2.329405785
05-17-2018 14:34:39.342,3.660303593,2.329405785
05-17-2018 14:36:39.337,3.690504551,2.329405785
05-17-2018 14:37:39.341,3.695798397,2.329405785
05-17-2018 14:39:39.441,4.200034618,0.134336293
05-17-2018 14:40:41.082,4.200067997,0.191916704
05-17-2018 14:42:41.100,4.228660107,0.300356328
05-17-2018 14:44:41.101,4.248733997,0.409024388
05-17-2018 14:46:41.100,4.267240047,0.517690957
05-17-2018 14:48:41.100,4.28811121,0.62633884
05-17-2018 14:50:41.100,4.312966824,0.735028207
05-17-2018 14:52:41.099,4.340559483,0.843658388
05-17-2018 14:54:41.102,4.370204449,0.952359855
05-17-2018 14:56:41.101,4.400013447,1.060955524
05-17-2018 14:58:41.100,4.399924755,1.163904309
05-17-2018 15:00:41.099,4.400029659,1.258304477
05-17-2018 15:02:41.102,4.400051594,1.344208956
05-17-2018 15:04:41.099,4.399981976,1.424125195
05-17-2018 15:06:41.100,4.400039196,1.498174191
05-17-2018 15:08:41.098,4.400004864,1.56727159
05-17-2018 15:10:41.099,4.400019169,1.632049918
05-17-2018 15:12:41.099,4.400027752,1.692915082
05-17-2018 15:14:41.098,4.400011539,1.750244021
05-17-2018 15:16:41.102,4.400007725,1.804273725
05-17-2018 15:18:41.099,4.400045872,1.855288625
05-17-2018 15:20:41.100,4.400029659,1.903555989
05-17-2018 15:22:41.098,4.399981022,1.949227333
05-17-2018 15:24:41.102,4.400025845,1.992425799
05-17-2018 15:26:41.102,4.399961948,2.033287287
05-17-2018 15:28:41.098,4.400059223,2.071891308
05-17-2018 15:30:41.102,4.400008678,2.108351707
05-17-2018 15:32:41.099,4.400023937,2.142753363
05-17-2018 15:34:41.100,4.40007925,2.175195694
05-17-2018 15:36:41.100,4.400041103,2.205772877
05-17-2018 15:38:41.104,4.40000391,2.234611511
05-17-2018 15:40:41.098,4.4000144,2.261809349
05-17-2018 15:42:41.098,4.400044918,2.287472963
05-17-2018 15:44:41.101,4.399956226,2.311688423
05-17-2018 15:46:41.103,4.400021076,2.334538937
05-17-2018 15:47:15.420,4.400031567,2.340833902
05-17-2018 15:49:15.471,4.278486729,2.340834141
05-17-2018 15:51:15.472,4.266227245,2.340834141
05-17-2018 15:52:15.470,4.262954235,2.340834141
05-17-2018 15:54:15.561,3.777246952,2.340834141
05-17-2018 15:56:15.562,3.727173328,2.340834141
05-17-2018 15:58:15.559,3.682238102,2.340834141
05-17-2018 16:00:15.558,3.637650013,2.340834141
05-17-2018 16:02:15.561,3.616706371,2.340834141
05-17-2018 16:04:15.560,3.598639011,2.340834141
05-17-2018 16:06:15.561,3.55338335,2.340834141
05-17-2018 16:08:15.560,3.503121853,2.340834141
05-17-2018 16:10:15.559,3.459418774,2.340834141
05-17-2018 16:12:15.560,3.424004078,2.340834141
05-17-2018 16:14:15.561,3.392154217,2.340834141
05-17-2018 16:16:15.560,3.363184452,2.340834141
05-17-2018 16:18:15.560,3.336642742,2.340834141
05-17-2018 16:20:15.558,3.311599255,2.340834141
05-17-2018 16:22:15.561,3.286171436,2.340834141
05-17-2018 16:24:15.559,3.258347034,2.340834141
05-17-2018 16:26:15.558,3.22735548,2.340834141
05-17-2018 16:28:15.563,3.192348957,2.340834141
05-17-2018 16:30:15.561,3.151603222,2.340834141
05-17-2018 16:32:15.562,3.102133274,2.340834141
05-17-2018 16:34:15.559,3.039610386,2.340834141
05-17-2018 16:35:16.886,2.999996662,2.340834141
05-17-2018 16:37:17.038,3.660532475,2.340834141
05-17-2018 16:39:17.033,3.690840244,2.340834141
05-17-2018 16:40:17.036,3.696197987,2.340834141
05-17-2018 16:42:17.140,4.200035572,0.133626223
05-17-2018 16:43:09.268,4.200056553,0.182137579
05-17-2018 16:45:09.288,4.22967577,0.290519625
05-17-2018 16:47:09.285,4.250421047,0.399213016
05-17-2018 16:49:09.290,4.26893568,0.507870615
05-17-2018 16:51:09.287,4.289928913,0.616552413
05-17-2018 16:53:09.290,4.314516544,0.725142956
05-17-2018 16:55:09.289,4.342523098,0.833860755
05-17-2018 16:57:09.286,4.372840405,0.942536771
05-17-2018 16:59:09.286,4.399988651,1.051009178
05-17-2018 17:01:09.288,4.399979115,1.152824402
05-17-2018 17:03:09.289,4.400010586,1.246146917
05-17-2018 17:05:09.287,4.399987698,1.331858397
05-17-2018 17:07:09.289,4.400019169,1.410930514
05-17-2018 17:09:09.289,4.399969578,1.484391332
05-17-2018 17:11:09.291,4.40002203,1.552940845
05-17-2018 17:13:09.285,4.400004864,1.617149353
05-17-2018 17:15:09.290,4.399980068,1.677466989
05-17-2018 17:17:09.287,4.400015354,1.734353185
05-17-2018 17:19:09.285,4.399990559,1.788034678
05-17-2018 17:21:09.290,4.399998188,1.838782549
05-17-2018 17:23:09.289,4.399945736,1.886728406
05-17-2018 17:25:09.285,4.399968624,1.932072997
05-17-2018 17:27:09.290,4.400024891,1.974972129
05-17-2018 17:29:09.286,4.400052547,2.01555419
05-17-2018 17:31:09.285,4.399983883,2.053961515
05-17-2018 17:33:09.288,4.400027752,2.090305328
05-17-2018 17:35:09.292,4.400007725,2.124680281
05-17-2018 17:37:09.290,4.40003252,2.157186985
05-17-2018 17:39:09.289,4.400005817,2.187905312
05-17-2018 17:41:09.286,4.399991512,2.216940165
05-17-2018 17:43:09.285,4.399954319,2.244402409
05-17-2018 17:45:09.287,4.399990559,2.270379782
05-17-2018 17:47:09.287,4.399981976,2.294949293
05-17-2018 17:49:09.288,4.39995718,2.318167448
05-17-2018 17:50:19.993,4.400057316,2.331235409
05-17-2018 17:52:20.044,4.277160168,2.331242561
05-17-2018 17:54:20.046,4.264722347,2.331242561
05-17-2018 17:55:20.045,4.261397839,2.331242561
05-17-2018 17:57:20.134,3.773647785,2.331242561
05-17-2018 17:59:20.131,3.724221706,2.331242561
05-17-2018 18:01:20.134,3.680512905,2.331242561
05-17-2018 18:03:20.135,3.636724949,2.331242561
05-17-2018 18:05:20.133,3.593601704,2.331242561
05-17-2018 18:07:20.131,3.553381443,2.331242561
05-17-2018 18:09:20.135,3.517159939,2.331242561
05-17-2018 18:11:20.132,3.48364687,2.331242561
05-17-2018 18:13:20.131,3.452193737,2.331242561
05-17-2018 18:15:20.134,3.422474384,2.331242561
05-17-2018 18:17:20.133,3.394387722,2.331242561
05-17-2018 18:19:20.133,3.367953777,2.331242561
05-17-2018 18:21:20.131,3.342672825,2.331242561
05-17-2018 18:23:20.135,3.317500591,2.331242561
05-17-2018 18:25:20.131,3.291378498,2.331242561
05-17-2018 18:27:20.134,3.263726711,2.331242561
05-17-2018 18:29:20.132,3.233262539,2.331242561
05-17-2018 18:31:20.131,3.198376179,2.331242561
05-17-2018 18:33:20.134,3.15772295,2.331242561
05-17-2018 18:35:20.132,3.108279705,2.331242561
05-17-2018 18:37:20.135,3.045229435,2.331242561
05-17-2018 18:38:29.275,2.999996662,2.331242561
05-17-2018 18:40:29.425,3.657804012,2.331242561
05-17-2018 18:42:29.423,3.688695431,2.331242561
05-17-2018 18:43:29.425,3.694220066,2.331242561
05-17-2018 18:45:29.528,4.200031757,0.134693444
05-17-2018 18:46:34.977,4.199981213,0.195962653
05-17-2018 18:48:34.997,4.228415966,0.304380953
05-17-2018 18:50:34.995,4.248203754,0.413040668
05-17-2018 18:52:34.994,4.266675472,0.521697104
05-17-2018 18:54:34.998,4.287703991,0.630371571
05-17-2018 18:56:34.996,4.312558651,0.739038706
05-17-2018 18:58:34.996,4.339860439,0.847716033
05-17-2018 19:00:34.994,4.36951685,0.956364334
05-17-2018 19:02:34.998,4.399981022,1.065020204
05-17-2018 19:04:34.995,4.399988651,1.168207288
05-17-2018 19:06:34.998,4.399997234,1.26271975
05-17-2018 19:08:34.993,4.400030613,1.349468708
05-17-2018 19:10:34.997,4.399976254,1.429571033
05-17-2018 19:12:34.994,4.400004864,1.503890276
05-17-2018 19:14:34.993,4.399973392,1.573041439
05-17-2018 19:16:34.993,4.400012493,1.637781382
05-17-2018 19:18:34.998,4.399997234,1.698700786
05-17-2018 19:20:34.996,4.400004864,1.756128192
05-17-2018 19:22:34.995,4.400056362,1.81035018
05-17-2018 19:24:34.998,4.400000095,1.861638546
05-17-2018 19:26:34.996,4.400027752,1.910080552
05-17-2018 19:28:34.993,4.399998188,1.955881238
05-17-2018 19:30:35.000,4.399980068,1.999149442
05-17-2018 19:32:34.994,4.399971485,2.040065765
05-17-2018 19:34:34.999,4.399992466,2.078783274
05-17-2018 19:36:34.998,4.40003252,2.115466118
05-17-2018 19:38:34.999,4.399992466,2.150230169
05-17-2018 19:40:34.999,4.400013447,2.183158398
05-17-2018 19:42:34.995,4.400028706,2.214304924
05-17-2018 19:44:34.995,4.400045872,2.243731976
05-17-2018 19:46:34.997,4.399972439,2.271510601
05-17-2018 19:48:34.996,4.400027752,2.297691584
05-17-2018 19:50:34.997,4.400023937,2.322298288
05-17-2018 19:52:34.995,4.399952412,2.345418692
05-17-2018 19:53:28.026,4.400017262,2.355195284
05-17-2018 19:55:28.077,4.280383587,2.355195761
05-17-2018 19:57:28.077,4.268228054,2.355195761
05-17-2018 19:58:28.080,4.265064716,2.355195761
05-17-2018 20:00:28.169,3.782634258,2.355195761
05-17-2018 20:02:28.168,3.732875347,2.355195761
05-17-2018 20:04:28.168,3.688276768,2.355195761
05-17-2018 20:06:28.170,3.643441677,2.355195761
05-17-2018 20:08:28.172,3.599333286,2.355195761
05-17-2018 20:10:28.169,3.557884693,2.355195761
05-17-2018 20:12:28.170,3.520339489,2.355195761
05-17-2018 20:14:28.172,3.485786915,2.355195761
05-17-2018 20:16:28.168,3.453037739,2.355195761
05-17-2018 20:18:28.168,3.422770977,2.355195761
05-17-2018 20:20:28.168,3.39384985,2.355195761
05-17-2018 20:22:28.170,3.366959095,2.355195761
05-17-2018 20:24:28.173,3.341074467,2.355195761
05-17-2018 20:26:28.169,3.315054417,2.355195761
05-17-2018 20:28:28.169,3.289400578,2.355195761
05-17-2018 20:30:28.168,3.26117754,2.355195761
05-17-2018 20:32:28.173,3.229977131,2.355195761
05-17-2018 20:34:28.172,3.194686413,2.355195761
05-17-2018 20:36:28.171,3.153612614,2.355195761
05-17-2018 20:38:28.171,3.104451656,2.355195761
05-17-2018 20:40:28.172,3.042944431,2.355195761
05-17-2018 20:41:34.903,2.999989986,2.355195761
05-17-2018 20:43:35.053,3.660049915,2.355195761
05-17-2018 20:45:35.052,3.690704823,2.355195761
05-17-2018 20:46:35.053,3.696153164,2.355195761
05-17-2018 20:48:35.159,4.200062275,0.133710638
05-17-2018 20:49:31.260,4.200021267,0.186020687
05-17-2018 20:51:31.279,4.228450298,0.294427812
05-17-2018 20:53:31.282,4.247821331,0.40309751
05-17-2018 20:55:31.279,4.26561594,0.511763871
05-17-2018 20:57:31.279,4.286512852,0.620438457
05-17-2018 20:59:31.280,4.311148167,0.729097903
05-17-2018 21:01:31.280,4.339100361,0.837761402
05-17-2018 21:03:31.277,4.369743824,0.946433008
05-17-2018 21:05:31.279,4.400017262,1.055020452
05-17-2018 21:07:31.281,4.400020123,1.15757978
05-17-2018 21:09:31.279,4.399988651,1.250111222
05-17-2018 21:11:31.277,4.399944782,1.335654736
05-17-2018 21:13:31.279,4.399997234,1.415032744
05-17-2018 21:15:31.279,4.399979115,1.488478541
05-17-2018 21:17:31.279,4.40002203,1.556929946
05-17-2018 21:19:31.281,4.400033474,1.620962143
05-17-2018 21:21:31.279,4.399982929,1.681094646
05-17-2018 21:23:31.280,4.399996281,1.737765551
05-17-2018 21:25:31.280,4.40000391,1.791216612
05-17-2018 21:27:31.277,4.399955273,1.841723323
05-17-2018 21:29:31.282,4.39999342,1.889462709
05-17-2018 21:31:31.277,4.399994373,1.934626222
05-17-2018 21:33:31.278,4.400006771,1.977360845
05-17-2018 21:35:31.279,4.400025845,2.017753363
05-17-2018 21:37:31.280,4.400001049,2.055986643
05-17-2018 21:39:31.281,4.400021076,2.092135668
05-17-2018 21:41:31.277,4.400008678,2.12630558
05-17-2018 21:43:31.281,4.400062084,2.158594608
05-17-2018 21:45:31.282,4.400026798,2.189076662
05-17-2018 21:47:31.279,4.400091648,2.217907906
05-17-2018 21:49:31.278,4.400013447,2.245161057
05-17-2018 21:51:31.278,4.399988651,2.270931244
05-17-2018 21:53:31.281,4.399947643,2.29533124
05-17-2018 21:55:31.281,4.399950504,2.318425417
05-17-2018 21:56:35.835,4.400102139,2.330335617
05-17-2018 21:58:35.889,4.277556896,2.330349445
05-17-2018 22:00:35.890,4.265120029,2.330349445
05-17-2018 22:01:35.891,4.26196146,2.330349445
05-17-2018 22:03:35.983,3.777592182,2.330349445
05-17-2018 22:05:35.982,3.728426456,2.330349445
05-17-2018 22:07:35.980,3.684090137,2.330349445
05-17-2018 22:09:35.980,3.640092373,2.330349445
05-17-2018 22:11:35.980,3.596861362,2.330349445
05-17-2018 22:13:35.979,3.556202412,2.330349445
05-17-2018 22:15:35.980,3.519479275,2.330349445
05-17-2018 22:17:35.981,3.485602856,2.330349445
05-17-2018 22:19:35.979,3.453437328,2.330349445
05-17-2018 22:21:35.980,3.423025608,2.330349445
05-17-2018 22:23:35.983,3.394731998,2.330349445
05-17-2018 22:25:35.982,3.368014812,2.330349445
05-17-2018 22:27:35.982,3.342596531,2.330349445
05-17-2018 22:29:35.983,3.317517757,2.330349445
05-17-2018 22:31:35.979,3.290768147,2.330349445
05-17-2018 22:33:35.983,3.262887478,2.330349445
05-17-2018 22:35:35.982,3.232287884,2.330349445
05-17-2018 22:37:35.981,3.197366238,2.330349445
05-17-2018 22:39:35.983,3.156821728,2.330349445
05-17-2018 22:41:35.980,3.107838154,2.330349445
05-17-2018 22:43:35.982,3.04549551,2.330349445
05-17-2018 22:44:45.475,2.999979496,2.330349445
05-17-2018 22:46:45.625,3.657156467,2.330349445
05-17-2018 22:48:45.624,3.688276768,2.330349445
05-17-2018 22:49:45.627,3.693915844,2.330349445
05-17-2018 22:51:45.731,4.199998379,0.134749159
05-17-2018 22:52:50.263,4.200089931,0.195117116
05-17-2018 22:54:50.280,4.228350163,0.303527683
05-17-2018 22:56:50.283,4.248068333,0.412194103
05-17-2018 22:58:50.284,4.265623569,0.520841062
05-17-2018 23:00:50.282,4.286567211,0.629523158
05-17-2018 23:02:50.284,4.310801029,0.738187313
05-17-2018 23:04:50.281,4.337777615,0.846848369
05-17-2018 23:06:50.280,4.367182255,0.955525517
05-17-2018 23:08:50.280,4.398285389,1.064183474
05-17-2018 23:10:50.282,4.399938107,1.168183446
05-17-2018 23:12:50.282,4.399963856,1.263175964
05-17-2018 23:14:50.279,4.399979115,1.350811481
05-17-2018 23:16:50.282,4.399960041,1.431550384
05-17-2018 23:18:50.283,4.4000144,1.506525874
05-17-2018 23:20:50.283,4.399987698,1.576434135
05-17-2018 23:22:50.279,4.399999142,1.641816616
05-17-2018 23:24:50.281,4.400013447,1.703153253
05-17-2018 23:26:50.283,4.399908543,1.760887265
05-17-2018 23:28:50.280,4.399960041,1.815342903
05-17-2018 23:30:50.285,4.399950504,1.866802335
05-17-2018 23:32:50.281,4.400017262,1.9154495
05-17-2018 23:34:50.280,4.400043964,1.961378217
05-17-2018 23:36:50.280,4.400048733,2.004717827
05-17-2018 23:38:50.282,4.400027752,2.045581579
05-17-2018 23:40:50.280,4.39998579,2.084134579
05-17-2018 23:42:50.284,4.400009632,2.120505571
05-17-2018 23:44:50.279,4.399964809,2.154807329
05-17-2018 23:46:50.281,4.399992466,2.187198162
05-17-2018 23:48:50.281,4.399978161,2.217714071
05-17-2018 23:50:50.279,4.399966717,2.246479034
05-17-2018 23:52:50.282,4.40005827,2.273607016
05-17-2018 23:54:50.281,4.40002203,2.299174547
05-17-2018 23:56:50.283,4.400000095,2.323290348
05-17-2018 23:58:50.279,4.399950504,2.346036911
05-17-2018 23:59:15.612,4.400046825,2.350663662
05-18-2018 00:01:15.663,4.279381275,2.350675106
05-18-2018 00:03:15.663,4.267161846,2.350675106
05-18-2018 00:04:15.664,4.263950825,2.350675106
05-18-2018 00:06:15.754,3.782841206,2.350675106
05-18-2018 00:08:15.756,3.733316898,2.350675106
05-18-2018 00:10:15.754,3.688824177,2.350675106
05-18-2018 00:12:15.755,3.644030094,2.350675106
05-18-2018 00:14:15.755,3.600375652,2.350675106
05-18-2018 00:16:15.756,3.559271336,2.350675106
05-18-2018 00:18:15.755,3.521468639,2.350675106
05-18-2018 00:20:15.753,3.486629963,2.350675106
05-18-2018 00:22:15.755,3.454035282,2.350675106
05-18-2018 00:24:15.757,3.423540592,2.350675106
05-18-2018 00:26:15.754,3.39467001,2.350675106
05-18-2018 00:28:15.754,3.367427349,2.350675106
05-18-2018 00:30:15.757,3.341146946,2.350675106
05-18-2018 00:32:15.756,3.315428257,2.350675106
05-18-2018 00:34:15.754,3.288918972,2.350675106
05-18-2018 00:36:15.755,3.26114893,2.350675106
05-18-2018 00:38:15.757,3.2307868,2.350675106
05-18-2018 00:40:15.756,3.195848942,2.350675106
05-18-2018 00:42:15.753,3.154469967,2.350675106
05-18-2018 00:44:15.753,3.105144024,2.350675106
05-18-2018 00:46:15.757,3.042597294,2.350675106
05-18-2018 00:47:21.020,2.999992847,2.350675106
05-18-2018 00:49:21.171,3.658718586,2.350675106
05-18-2018 00:51:21.169,3.689840794,2.350675106
05-18-2018 00:52:21.168,3.695374966,2.350675106
05-18-2018 00:54:21.272,4.200002193,0.133384198
05-18-2018 00:55:12.018,4.200026035,0.18059738
05-18-2018 00:57:12.038,4.230174541,0.289039522
05-18-2018 00:59:12.038,4.250722408,0.397741824
05-18-2018 01:01:12.037,4.269230366,0.50641042
05-18-2018 01:03:12.037,4.290193081,0.615071356
05-18-2018 01:05:12.037,4.314832211,0.723717391
05-18-2018 01:07:12.038,4.342880726,0.832401812
05-18-2018 01:09:12.040,4.3726964,0.941063404
05-18-2018 01:11:12.039,4.399930477,1.049587011
05-18-2018 01:13:12.039,4.400012493,1.151793599
05-18-2018 01:15:12.035,4.400004864,1.245425344
05-18-2018 01:17:12.035,4.400010586,1.331453323
05-18-2018 01:19:12.040,4.399982929,1.410696507
05-18-2018 01:21:12.039,4.400008678,1.484758615
05-18-2018 01:23:12.037,4.399998188,1.553654194
05-18-2018 01:25:12.035,4.400005817,1.618177056
05-18-2018 01:27:12.036,4.39999342,1.678745866
05-18-2018 01:29:12.041,4.40002203,1.735786676
05-18-2018 01:31:12.038,4.400002956,1.789588213
05-18-2018 01:33:12.040,4.400033474,1.840430021
05-18-2018 01:35:12.035,4.39998579,1.888483882
05-18-2018 01:37:12.036,4.399950504,1.93392694
05-18-2018 01:39:12.040,4.400061131,1.976911187
05-18-2018 01:41:12.040,4.399994373,2.017531157
05-18-2018 01:43:12.040,4.3999753,2.055907726
05-18-2018 01:45:12.035,4.40006876,2.092214584
05-18-2018 01:47:12.040,4.400004864,2.126563549
05-18-2018 01:49:12.037,4.399981022,2.159050941
05-18-2018 01:51:12.036,4.399969578,2.189794064
05-18-2018 01:53:12.035,4.400038242,2.21888566
05-18-2018 01:55:12.036,4.400002003,2.246424437
05-18-2018 01:57:12.037,4.399972439,2.272471666
05-18-2018 01:59:12.038,4.39996767,2.297094107
05-18-2018 02:01:12.038,4.400011539,2.320356846
05-18-2018 02:02:25.948,4.400061131,2.334042549
05-18-2018 02:04:26.002,4.277535915,2.334045887
05-18-2018 02:06:26.000,4.265040874,2.334045887
05-18-2018 02:07:26.001,4.261825085,2.334045887
05-18-2018 02:09:26.090,3.776690006,2.334045887
05-18-2018 02:11:26.093,3.727020741,2.334045887
05-18-2018 02:13:26.091,3.682714939,2.334045887
05-18-2018 02:15:26.089,3.638892651,2.334045887
05-18-2018 02:17:26.091,3.596243382,2.334045887
05-18-2018 02:19:26.090,3.556098461,2.334045887
05-18-2018 02:21:26.093,3.519401073,2.334045887
05-18-2018 02:23:26.094,3.485524654,2.334045887
05-18-2018 02:25:26.093,3.453859806,2.334045887
05-18-2018 02:27:26.092,3.423783779,2.334045887
05-18-2018 02:29:26.091,3.39594698,2.334045887
05-18-2018 02:31:26.093,3.369102955,2.334045887
05-18-2018 02:33:26.091,3.343908787,2.334045887
05-18-2018 02:35:26.090,3.318574429,2.334045887
05-18-2018 02:37:26.094,3.292915821,2.334045887
05-18-2018 02:39:26.092,3.266313076,2.334045887
05-18-2018 02:41:26.093,3.236536503,2.334045887
05-18-2018 02:43:26.091,3.201895237,2.334045887
05-18-2018 02:45:26.092,3.161137104,2.334045887
05-18-2018 02:47:26.089,3.112320423,2.334045887
05-18-2018 02:49:26.092,3.049836636,2.334045887
05-18-2018 02:50:40.488,2.999991894,2.334045887
05-18-2018 02:52:40.638,3.65535593,2.334045887
05-18-2018 02:54:40.638,3.68701601,2.334045887
05-18-2018 02:55:40.639,3.692935467,2.334045887
05-18-2018 02:57:40.740,4.200026989,0.135120079
05-18-2018 02:58:51.808,4.200014591,0.201780409
05-18-2018 03:00:51.826,4.227340221,0.310187429
05-18-2018 03:02:51.830,4.246963978,0.418835789
05-18-2018 03:04:51.826,4.265138149,0.527534246
05-18-2018 03:06:51.830,4.286052227,0.636203289
05-18-2018 03:08:51.830,4.310621738,0.744872093
05-18-2018 03:10:51.830,4.338661671,0.8535285
05-18-2018 03:12:51.831,4.368369579,0.962202013
05-18-2018 03:14:51.826,4.400025845,1.070840716
05-18-2018 03:16:51.827,4.399963856,1.174118042
05-18-2018 03:18:51.825,4.399995327,1.268690586
05-18-2018 03:20:51.830,4.399986744,1.355610251
05-18-2018 03:22:51.828,4.400009632,1.435976863
05-18-2018 03:24:51.829,4.399992466,1.510581017
05-18-2018 03:26:51.826,4.4000144,1.580258846
05-18-2018 03:28:51.829,4.400033474,1.645583153
05-18-2018 03:30:51.831,4.40005064,1.706869006
05-18-2018 03:32:51.827,4.400011539,1.764426708
05-18-2018 03:34:51.831,4.400000095,1.81859827
05-18-2018 03:36:51.831,4.399994373,1.869633675
05-18-2018 03:38:51.831,4.399948597,1.917759418
05-18-2018 03:40:51.827,4.400002956,1.963237762
05-18-2018 03:42:51.826,4.400013447,2.006194592
05-18-2018 03:44:51.828,4.399982929,2.046873808
05-18-2018 03:46:51.827,4.400002003,2.085343122
05-18-2018 03:48:51.828,4.400010586,2.12172842
05-18-2018 03:50:51.827,4.400039196,2.15612483
05-18-2018 03:52:51.828,4.400055408,2.188630819
05-18-2018 03:54:51.827,4.400018215,2.21928978
05-18-2018 03:56:51.827,4.400006771,2.248185635
05-18-2018 03:58:51.827,4.400002003,2.275418043
05-18-2018 04:00:51.829,4.400019169,2.301092863
05-18-2018 04:02:51.825,4.400034428,2.325282574
05-18-2018 04:04:51.829,4.400043964,2.348102331
05-18-2018 04:05:21.128,4.400028706,2.353458166
05-18-2018 04:07:21.182,4.278976917,2.353471756
05-18-2018 04:09:21.180,4.266664028,2.353471756
05-18-2018 04:10:21.180,4.263433933,2.353471756
05-18-2018 04:12:21.271,3.781823635,2.353471756
05-18-2018 04:14:21.272,3.7321105,2.353471756
05-18-2018 04:16:21.271,3.687357426,2.353471756
05-18-2018 04:18:21.268,3.642579556,2.353471756
05-18-2018 04:20:21.269,3.598889828,2.353471756
05-18-2018 04:22:21.271,3.558000088,2.353471756
05-18-2018 04:24:21.270,3.519987583,2.353471756
05-18-2018 04:26:21.272,3.485105991,2.353471756
05-18-2018 04:28:21.271,3.452478886,2.353471756
05-18-2018 04:30:21.272,3.421727657,2.353471756
05-18-2018 04:32:21.268,3.393079281,2.353471756
05-18-2018 04:34:21.273,3.366514683,2.353471756
05-18-2018 04:36:21.268,3.340727329,2.353471756
05-18-2018 04:38:21.270,3.31567049,2.353471756
05-18-2018 04:40:21.272,3.28966856,2.353471756
05-18-2018 04:42:21.272,3.261534214,2.353471756
05-18-2018 04:44:21.272,3.230569363,2.353471756
05-18-2018 04:46:21.269,3.195535183,2.353471756
05-18-2018 04:48:21.272,3.153870106,2.353471756
05-18-2018 04:50:21.270,3.104371548,2.353471756
05-18-2018 04:52:21.269,3.041559696,2.353471756
05-18-2018 04:53:25.710,2.999996662,2.353471756
05-18-2018 04:55:25.861,3.657849789,2.353471756
05-18-2018 04:57:25.858,3.689256191,2.353471756
05-18-2018 04:58:25.861,3.694904804,2.353471756
05-18-2018 05:00:25.967,4.199998379,0.13367334
05-18-2018 05:01:19.306,4.200061321,0.183302686
05-18-2018 05:03:19.327,4.229904652,0.291730434
05-18-2018 05:05:19.327,4.250714779,0.400419235
05-18-2018 05:07:19.324,4.269145489,0.50905484
05-18-2018 05:09:19.323,4.289996624,0.617723167
05-18-2018 05:11:19.325,4.31441164,0.726425111
05-18-2018 05:13:19.325,4.342412472,0.835052073
05-18-2018 05:15:19.326,4.372951984,0.943724692
05-18-2018 05:17:19.327,4.40002203,1.052243829
05-18-2018 05:19:19.325,4.399991512,1.154157043
05-18-2018 05:21:19.325,4.400000095,1.246815085
